country_code,year,NE.CON.PRVT.PC.KD,NY.GDP.PCAP.KD
DMA,1966,NA,NA
DMA,1967,NA,NA
DMA,1968,NA,NA
DMA,1969,NA,NA
DMA,1970,NA,NA
DMA,1971,NA,NA
DMA,1972,NA,NA
DMA,1973,NA,NA
DMA,1974,NA,NA
DMA,1975,NA,NA
DMA,1976,NA,NA
DMA,1977,NA,2931.49096058375
DMA,1978,NA,3225.32351321543
DMA,1979,NA,2622.68324411657
DMA,1980,NA,2965.12471738526
DMA,1981,NA,3288.300591944
DMA,1982,NA,3438.45793337226
DMA,1983,NA,3543.77561929708
DMA,1984,NA,3709.58835131412
DMA,1985,NA,3780.16578876989
DMA,1986,NA,4069.20477156817
DMA,1987,NA,4350.73719589022
DMA,1988,NA,4718.20440266233
DMA,1989,NA,4737.58599975448
DMA,1990,NA,5029.77616119257
DMA,1991,NA,5122.63293934719
DMA,1992,NA,5228.78584308185
DMA,1993,NA,5337.39954687062
DMA,1994,NA,5337.00235404821
DMA,1995,NA,5498.52118036443
DMA,1996,NA,5672.07518197498
DMA,1997,NA,5803.17731264038
DMA,1998,NA,6034.69440926883
DMA,1999,NA,6077.21916000036
DMA,2000,NA,6251.47117702852
DMA,2001,NA,6265.1719532047
DMA,2002,NA,6078.27172051108
DMA,2003,NA,6447.43143200502
DMA,2004,NA,6631.33314056172
DMA,2005,NA,6665.10597083414
DMA,2006,NA,6968.76324824362
DMA,2007,NA,7407.93063625493
DMA,2008,NA,7934.64607484249
DMA,2009,NA,7841.27318767384
DMA,2010,NA,7897.69032712761
DMA,2011,NA,7881.52520243285
DMA,2012,NA,7781.5327622706
DMA,2013,NA,7711.44603797089
DMA,2014,NA,8013.75308524294
DMA,2015,6062.40963205267,7724.04241057376
DMA,2016,NA,7929.80528358816
DMA,2017,NA,7370.43311670808
DMA,2018,NA,7586.64614100055
DMA,2019,NA,7936.3048182003
DMA,2020,NA,6566.36420769493
DMA,2021,NA,6964.78328182289
DNK,1960,NA,18107.3759290293
DNK,1961,NA,19128.4044219207
DNK,1962,NA,20055.6436817272
DNK,1963,NA,20025.0367527905
DNK,1964,NA,21707.1637228444
DNK,1965,NA,22519.8115263793
DNK,1966,12320.6709902551,22952.0113025231
DNK,1967,13046.5232409576,24031.1274153613
DNK,1968,13433.0724446309,25211.6295441511
DNK,1969,14122.3625847533,26704.6332242614
DNK,1970,14364.412097009,26927.9590369218
DNK,1971,14384.5939239461,27545.0669177612
DNK,1972,14309.8448214207,28464.1397778596
DNK,1973,15299.8760812712,29450.5970790465
DNK,1974,14883.5148857578,28984.7792237673
DNK,1975,15307.0090850665,28480.3554790863
DNK,1976,16432.9898832641,30091.9728338229
DNK,1977,16706.8782997059,30559.4558828137
DNK,1978,16943.0424505757,31142.924578691
DNK,1979,17075.8776126278,32268.5203006998
DNK,1980,16673.5165848076,32073.6413237087
DNK,1981,16468.7664854328,31869.0422345814
DNK,1982,16712.9512402839,33067.5698057741
DNK,1983,17044.3023407351,33949.3314179257
DNK,1984,17653.0279799247,35382.234592759
DNK,1985,18438.0251056934,36783.9410443123
DNK,1986,19726.2025158163,38536.322876642
DNK,1987,19326.1950286244,38585.402852645
DNK,1988,18962.7863717924,38561.4119234317
DNK,1989,19011.7036387211,38786.930952318
DNK,1990,19132.8554799014,39295.2434424919
DNK,1991,19392.9096823452,39739.6098511225
DNK,1992,19824.7527834149,40383.5587756081
DNK,1993,19588.7325486089,40253.5398981286
DNK,1994,20822.5541146294,42257.0983305221
DNK,1995,21062.1162705467,43310.2500901054
DNK,1996,21457.4162342155,44314.7904987137
DNK,1997,21997.8787495005,45570.0798221242
DNK,1998,22433.7368517342,46412.038971456
DNK,1999,22332.8598021201,47622.4390779319
DNK,2000,22344.4011979978,49241.9280041345
DNK,2001,22315.3444811391,49469.6888088275
DNK,2002,22565.7989262273,49541.8555503286
DNK,2003,22804.7673337447,49599.9969640753
DNK,2004,23802.9619368877,50792.00095345
DNK,2005,24615.3549109645,51835.8327062445
DNK,2006,25257.8121905448,53687.4415474978
DNK,2007,25590.8946244078,53935.8702479631
DNK,2008,25565.7372571561,53345.3576182976
DNK,2009,24556.542727497,50457.2324892863
DNK,2010,24639.2792664311,51173.4661587111
DNK,2011,24605.706355409,51644.4635097775
DNK,2012,24638.9073707692,51567.0401502519
DNK,2013,24604.956958848,51831.7979309232
DNK,2014,24703.6281151101,52404.7639713382
DNK,2015,25089.1433770488,53254.8563700916
DNK,2016,25497.175531029,54556.0689545694
DNK,2017,25913.3489425595,55735.7649011485
DNK,2018,26685.0623568173,56563.4884729669
DNK,2019,27010.255983018,57203.0277943447
DNK,2020,26565.8675143611,55898.7900294456
DNK,2021,27548.7730144355,58359.5839945633
DOM,1960,1048.8051447363,1373.82930474157
DOM,1961,1018.98526400785,1298.58203764181
DOM,1962,1198.52774700404,1471.28493138556
DOM,1963,1269.13837211568,1517.55604099658
DOM,1964,1326.88157070737,1569.90647977723
DOM,1965,1095.51079821443,1332.61484839634
DOM,1966,1267.46612143071,1467.13673620811
DOM,1967,1280.77688356142,1471.00946571504
DOM,1968,1259.62515234527,1432.01791614752
DOM,1969,1312.68417994905,1543.45090386107
DOM,1970,1502.01291659139,1774.65869256107
DOM,1971,1529.89529915561,1914.56172374268
DOM,1972,1555.78684233048,2057.66554661069
DOM,1973,1675.4901313867001,2262.49847698183
DOM,1974,1745.95570496298,2336.92056428037
DOM,1975,1812.80640612128,2396.72476165523
DOM,1976,1863.37179995103,2495.01583094874
DOM,1977,1922.15276852113,2555.96324254795
DOM,1978,1873.8320468348,2548.74494562849
DOM,1979,1787.621625314,2602.47531965355
DOM,1980,2098.09367559089,2746.42776672299
DOM,1981,2052.58174300633,2800.97913317346
DOM,1982,2094.44526518855,2787.12001130008
DOM,1983,2105.13998558461,2853.37744743135
DOM,1984,2108.8899863713,2827.09119248254
DOM,1985,2028.63742514404,2708.57963432154
DOM,1986,2070.86872824434,2745.56863705983
DOM,1987,2272.91916303988,2960.82978809062
DOM,1988,2395.52259329327,2962.04527243834
DOM,1989,2467.90864283385,3027.78536323668
DOM,1990,2196.75564100406,2802.82141704852
DOM,1991,2214.06284750312,2771.20947073003
DOM,1992,2454.45011087388,3020.35938262125
DOM,1993,2507.4976832622,3179.13138810525
DOM,1994,2459.89761087035,3199.35911928565
DOM,1995,2561.46951381022,3318.60501603633
DOM,1996,2606.13950646292,3454.40862165792
DOM,1997,2766.26189821203,3697.76357245239
DOM,1998,2806.27185985287,3883.1333801374
DOM,1999,2925.351189083,4050.58143502083
DOM,2000,2977.40475644664,4175.17093126102
DOM,2001,2978.45118860581,4214.57366748564
DOM,2002,3045.57392104345,4340.8998392845
DOM,2003,2924.51719999915,4222.59024354778
DOM,2004,2963.08507230186,4272.0751375023
DOM,2005,3292.16841484202,4612.80864638902
DOM,2006,3544.67605061045,4971.23805565618
DOM,2007,3703.22245181993,5272.86399460014
DOM,2008,3855.2641577124,5373.09613410992
DOM,2009,4018.15748522187,5353.59810273159
DOM,2010,4238.22826362097,5724.30716351834
DOM,2011,4364.64143016678,5827.3831232768
DOM,2012,4391.17577143996,5909.86324520368
DOM,2013,4433.03364646046,6120.99102848007
DOM,2014,4611.50727839912,6472.84894213145
DOM,2015,4849.97016832626,6838.93659408348
DOM,2016,5083.21697131149,7209.99004208418
DOM,2017,5244.73063292281,7461.65310335113
DOM,2018,5481.70724742591,7894.95501697125
DOM,2019,5673.92738623364,8205.14240945814
DOM,2020,5423.74730324202,7571.78265216424
DOM,2021,5720.1744722003,8410.60565617264
DZA,1960,728.299776252892,2106.2292648107
DZA,1961,543.395929756356,1787.6153657867
DZA,1962,428.086077026109,1413.8236769348
DZA,1963,745.960267414525,1868.62675251397
DZA,1964,802.118974577006,1943.69919689309
DZA,1965,831.442795405733,2030.63673274649
DZA,1966,658.477549908985,1897.48967940167
DZA,1967,647.015028724837,2031.16947339852
DZA,1968,682.85458859575,2200.32509871616
DZA,1969,719.693918454767,2332.82246388648
DZA,1970,780.102567409432,2483.44625915901
DZA,1971,806.938827779972,2152.97114688294
DZA,1972,926.248782422588,2680.80410850676
DZA,1973,917.715173641565,2717.76997506
DZA,1974,1119.35157756582,2850.68498659583
DZA,1975,1200.20750718325,2885.75698244983
DZA,1976,1235.93978487261,2980.71598966337
DZA,1977,1319.95005732273,3021.4264395119
DZA,1978,1282.63670666418,3206.5633711411
DZA,1979,1365.10958789889,3344.97906956013
DZA,1980,1460.74724752442,3268.44405402821
DZA,1981,1539.1742231754,3260.03310581793
DZA,1982,1518.04499722965,3356.1626496192
DZA,1983,1561.8873817829,3420.74608699726
DZA,1984,1588.71522420768,3492.18431152061
DZA,1985,1632.37249313812,3500.41819304902
DZA,1986,1564.87223203528,3399.285114613
DZA,1987,1431.66126005058,3274.80296420664
DZA,1988,1270.69143911104,3154.20426999684
DZA,1989,1375.8732635151,3207.45603778599
DZA,1990,1294.69611722067,3153.47686364837
DZA,1991,1171.03554093883,3042.2169063954
DZA,1992,1199.26779944215,3025.84053984516
DZA,1993,1143.07177713882,2896.66936001344
DZA,1994,1112.90250291445,2810.7276652489
DZA,1995,1114.41625100966,2862.1088062884
DZA,1996,1068.63068347663,2927.37839658073
DZA,1997,1028.13902247503,2910.24019680096
DZA,1998,1033.95815331967,3012.80643105038
DZA,1999,1049.69932157536,3066.03870511702
DZA,2000,1085.4157334568,3138.23104750589
DZA,2001,1096.2774416407,3188.20727071767
DZA,2002,1125.93456671494,3321.63884944448
DZA,2003,1159.66424254274,3512.90019969545
DZA,2004,1215.49680272201,3612.75416439991
DZA,2005,1252.9853076833,3774.07249144514
DZA,2006,1274.57940305756,3783.31420382579
DZA,2007,1320.46030352799,3848.77951249795
DZA,2008,1386.35557347546,3874.36933836878
DZA,2009,1444.74268739494,3866.29702547981
DZA,2010,1497.55293619514,3931.72134771045
DZA,2011,1557.5551266879,3969.66157703235
DZA,2012,1603.96150251533,4025.64280301169
DZA,2013,1651.36053402777,4057.76613682293
DZA,2014,1690.23659398197,4129.42390210603
DZA,2015,1721.38253469374,4197.42136055142
DZA,2016,1743.09216163414,4246.2435654224
DZA,2017,1740.07903369534,4218.08370129479
DZA,2018,1755.07650159069,4188.22175743517
DZA,2019,1759.27279136666,4153.00481594021
DZA,2020,1677.18494864526,3873.5100150745
DZA,2021,1710.6469963842,3943.17198337712
EAP,1960,NA,321.724054340852
EAP,1961,NA,278.530209288079
EAP,1962,NA,273.083618723738
EAP,1963,NA,283.268066701827
EAP,1964,NA,306.603279434717
EAP,1965,NA,331.154672033731
EAP,1966,NA,348.346713839543
EAP,1967,NA,334.689788290696
EAP,1968,NA,331.604767792339
EAP,1969,NA,359.67204029777
EAP,1970,NA,397.086543312807
EAP,1971,NA,412.75433196397603
EAP,1972,NA,422.485779451867
EAP,1973,NA,446.891988983512
EAP,1974,NA,454.200905939881
EAP,1975,NA,476.148753113471
EAP,1976,NA,481.30356151423
EAP,1977,NA,509.514965246679
EAP,1978,NA,547.830248561512
EAP,1979,NA,577.482349767629
EAP,1980,NA,611.647531720681
EAP,1981,NA,635.926728546195
EAP,1982,NA,665.486274948498
EAP,1983,NA,705.073377075318
EAP,1984,NA,763.115177077746
EAP,1985,NA,810.405690374813
EAP,1986,NA,853.920561143012
EAP,1987,NA,915.96724645768
EAP,1988,NA,987.924852038991
EAP,1989,NA,1027.15721004881
EAP,1990,NA,1062.9444585837
EAP,1991,NA,1130.64344767672
EAP,1992,NA,1239.13886033003
EAP,1993,NA,1360.33855912741
EAP,1994,NA,1489.04133958676
EAP,1995,699.164694716884,1615.19770225904
EAP,1996,757.727533545721,1739.7616570484
EAP,1997,788.843565912195,1844.85940991635
EAP,1998,795.418656974565,1876.34569471245
EAP,1999,844.080790492592,1974.76252798829
EAP,2000,910.067170536406,2104.50527789408
EAP,2001,955.244636273233,2230.51635977601
EAP,2002,1018.61666039471,2388.96991302473
EAP,2003,1070.72914342113,2580.57411075656
EAP,2004,1141.68796275808,2793.03464704784
EAP,2005,1233.67984143408,3047.02005720828
EAP,2006,1323.85096727444,3358.11767803186
EAP,2007,1458.5284008038,3748.85621698336
EAP,2008,1559.51765256582,4041.60855208824
EAP,2009,1667.97381989114,4332.41666723367
EAP,2010,1818.82099858555,4728.09007743254
EAP,2011,2026.08839640433,5098.05202801003
EAP,2012,2179.45220638885,5437.66114560096
EAP,2013,2331.5439751185,5785.80288627931
EAP,2014,2501.00051817283,6140.64157062769
EAP,2015,2678.29012346441,6501.86882881589
EAP,2016,2873.55176760691,6878.35038857945
EAP,2017,3096.84896100116,7283.9892465092
EAP,2018,3315.76684210931,7708.89265837438
EAP,2019,3503.79961341857,8108.81482054392
EAP,2020,3394.7951152518,8175.2660316234
EAP,2021,3753.35967104361,8739.11217420572
EAR,1960,657.174442624667,1068.67672063234
EAR,1961,661.98382499973,1088.0524171421
EAR,1962,666.965639560223,1097.39111364664
EAR,1963,686.125066977856,1120.33898330416
EAR,1964,713.647232171315,1180.27965975317
EAR,1965,762.760543676616,1214.4486923346
EAR,1966,769.966108959118,1233.32200482213
EAR,1967,791.577525370708,1269.06572455047
EAR,1968,805.189737954247,1318.55795591641
EAR,1969,825.529178368926,1370.22602796884
EAR,1970,850.192748819407,1452.31273951362
EAR,1971,860.447697961318,1502.73259225989
EAR,1972,872.34415451539,1568.77432682362
EAR,1973,885.071140414512,1643.56796389168
EAR,1974,908.552625982113,1711.50585375855
EAR,1975,935.839245484346,1711.29278013751
EAR,1976,949.294055511137,1790.80953446779
EAR,1977,963.36875582109,1820.08529969815
EAR,1978,986.628083520699,1799.21552271581
EAR,1979,998.515545300056,1826.69495134746
EAR,1980,1050.01059265288,1844.84299240517
EAR,1981,1083.54407192809,1867.11322941527
EAR,1982,1063.17424961365,1815.30847622631
EAR,1983,1061.98415517878,1778.29473166885
EAR,1984,1067.04776459509,1773.18800900763
EAR,1985,1069.14296791907,1743.68285953066
EAR,1986,1054.14159623535,1752.31613941626
EAR,1987,1054.34756400505,1757.25478329022
EAR,1988,1064.43583337238,1777.21169360425
EAR,1989,1068.85237551007,1776.7596709663
EAR,1990,1109.82147680625,1828.19458059788
EAR,1991,1121.12180058067,1869.13350198838
EAR,1992,1139.01880127122,1902.30346048682
EAR,1993,1153.91644475808,1925.92567221612
EAR,1994,1170.69375978988,1952.31260709392
EAR,1995,1176.08922258022,1959.93274744642
EAR,1996,1218.41555090379,2033.38786614178
EAR,1997,1262.38683558221,2087.78102125135
EAR,1998,1279.56918430662,2095.340191805
EAR,1999,1294.06563013318,2099.15183371695
EAR,2000,1322.90349846489,2151.02939589575
EAR,2001,1325.79479186537,2133.77791742316
EAR,2002,1327.29965221725,2134.54779361484
EAR,2003,1360.93835094973,2212.39455464742
EAR,2004,1417.4219714199,2311.05104285078
EAR,2005,1477.07116765042,2407.67626274215
EAR,2006,1529.24172224119,2510.72977415079
EAR,2007,1600.75208187811,2613.57825145863
EAR,2008,1634.16342828907,2663.48153185421
EAR,2009,1619.45720045272,2644.77160887624
EAR,2010,1688.52224969626,2775.01103999114
EAR,2011,1766.20120939603,2867.4137577243
EAR,2012,1810.5900825477,2945.51517976777
EAR,2013,1861.93426907159,3023.99015878146
EAR,2014,1899.45917816864,3105.87486170141
EAR,2015,1960.80352200642,3199.51964624213
EAR,2016,2022.41331004539,3298.23382167503
EAR,2017,2085.73333673007,3402.99316317396
EAR,2018,2134.56478445656,3487.62219584876
EAR,2019,2166.92130784778,3524.78028833373
EAR,2020,2041.39306111443,3334.1093288744
EAR,2021,2178.83677413339,3522.06118318827
EAS,1960,NA,1112.7715216267
EAS,1961,NA,1152.72833966774
EAS,1962,NA,1199.51194201048
EAS,1963,NA,1262.39919549495
EAS,1964,NA,1363.72984724334
EAS,1965,NA,1425.59037219263
EAS,1966,NA,1510.36962570606
EAS,1967,NA,1588.02160600904
EAS,1968,NA,1697.36570220175
EAS,1969,NA,1844.83728059934
EAS,1970,NA,1895.11612345825
EAS,1971,NA,1944.21672360809
EAS,1972,NA,2036.0020966966
EAS,1973,NA,2143.71323774983
EAS,1974,NA,2118.18549680871
EAS,1975,NA,2156.65360403376
EAS,1976,NA,2211.3966111809
EAS,1977,NA,2295.46498011011
EAS,1978,NA,2391.39549874379
EAS,1979,NA,2494.10653832044
EAS,1980,NA,2550.48050493835
EAS,1981,NA,2629.73316417403
EAS,1982,NA,2694.80693998206
EAS,1983,NA,2769.60132566022
EAS,1984,NA,2896.67764130704
EAS,1985,NA,3016.25090347271
EAS,1986,NA,3115.97036163405
EAS,1987,NA,3257.80419813733
EAS,1988,NA,3449.48356062251
EAS,1989,NA,3571.28146704656
EAS,1990,NA,3696.42636101935
EAS,1991,NA,3820.41884053314
EAS,1992,NA,3929.31526878426
EAS,1993,NA,4042.180687608
EAS,1994,NA,4200.72032286084
EAS,1995,2284.13745726073,4385.47006792038
EAS,1996,2369.24859812257,4577.31911406396
EAS,1997,2408.88774340987,4708.42657760457
EAS,1998,2376.75170397745,4677.91991727225
EAS,1999,2456.87372465043,4803.9966599892
EAS,2000,2555.34453383313,5015.63021949342
EAS,2001,2627.90008204968,5135.21520651846
EAS,2002,2716.57116867995,5315.18498932585
EAS,2003,2769.28126112356,5533.91877785629
EAS,2004,2860.1957153014,5814.19916156087
EAS,2005,2977.10563380953,6111.39345074382
EAS,2006,3083.52494872232,6457.66046983489
EAS,2007,3238.59405549187,6889.36818765563
EAS,2008,3320.85034318038,7139.55131533206
EAS,2009,3396.14906600226,7271.43385997371
EAS,2010,3575.91733211289,7771.51454029879
EAS,2011,3774.70122621605,8138.09431769959
EAS,2012,3940.27350102572,8491.75729894186
EAS,2013,4110.4425675778,8867.75166050533
EAS,2014,4260.63064400157,9220.57731050895
EAS,2015,4429.68423342227,9586.90102723108
EAS,2016,4611.55293437631,9964.1636506096
EAS,2017,4837.70471155448,10393.8825998591
EAS,2018,5055.42018735963,10821.2013370818
EAS,2019,5224.99944383369,11192.9637464778
EAS,2020,5016.41847149788,11126.416670753
EAS,2021,5371.81009387558,11741.4977767846
ECA,1960,NA,NA
ECA,1961,NA,NA
ECA,1962,NA,NA
ECA,1963,NA,NA
ECA,1964,NA,NA
ECA,1965,NA,NA
ECA,1966,NA,NA
ECA,1967,NA,NA
ECA,1968,NA,NA
ECA,1969,NA,NA
ECA,1970,NA,NA
ECA,1971,NA,NA
ECA,1972,NA,NA
ECA,1973,NA,NA
ECA,1974,NA,NA
ECA,1975,NA,NA
ECA,1976,NA,NA
ECA,1977,NA,NA
ECA,1978,NA,NA
ECA,1979,NA,NA
ECA,1980,NA,NA
ECA,1981,NA,NA
ECA,1982,NA,NA
ECA,1983,NA,NA
ECA,1984,NA,NA
ECA,1985,NA,NA
ECA,1986,NA,NA
ECA,1987,NA,NA
ECA,1988,NA,NA
ECA,1989,NA,5465.97970068972
ECA,1990,NA,5350.27113491185
ECA,1991,NA,5052.20175024197
ECA,1992,NA,4490.14111984575
ECA,1993,NA,4209.46392106588
ECA,1994,NA,3730.8573000088
ECA,1995,NA,3656.04081346705
ECA,1996,1849.7114177563,3644.47542803344
ECA,1997,1926.81804915571,3742.44379891694
ECA,1998,1910.79789491175,3680.82302343863
ECA,1999,1883.64721853939,3768.01124741193
ECA,2000,1988.41555242367,4084.31811265315
ECA,2001,2037.47741585423,4191.47008485815
ECA,2002,2167.24895428241,4420.70020107985
ECA,2003,2337.6302483466,4724.14176370038
ECA,2004,2587.62791180881,5109.38810473376
ECA,2005,2832.38496895865,5477.33731860979
ECA,2006,3084.27983497086,5914.52514408354
ECA,2007,3408.91807367347,6358.73494561657
ECA,2008,3632.45461421639,6601.67684425856
ECA,2009,3439.39237644095,6194.28297357834
ECA,2010,3663.52130532075,6507.83986257398
ECA,2011,3959.01332292286,6878.0024284037
ECA,2012,4174.31140650261,7110.45853364387
ECA,2013,4393.53692955721,7348.82077127158
ECA,2014,4439.77837621951,7445.6506545291
ECA,2015,4260.02401488246,7458.33504588883
ECA,2016,4256.95806295732,7525.441815438
ECA,2017,4427.01576809785,7778.3830674877
ECA,2018,4556.05235963792,7991.05641036193
ECA,2019,4701.17644040273,8138.48963512523
ECA,2020,4567.49457046333,8017.72843481722
ECA,2021,5058.44196078282,8568.12535697917
ECS,1960,NA,NA
ECS,1961,NA,NA
ECS,1962,NA,NA
ECS,1963,NA,NA
ECS,1964,NA,NA
ECS,1965,NA,NA
ECS,1966,NA,NA
ECS,1967,NA,NA
ECS,1968,NA,NA
ECS,1969,NA,NA
ECS,1970,5530.63906695136,10455.1223360486
ECS,1971,5735.52349441767,10759.0080912626
ECS,1972,5982.32079229103,11176.8122602421
ECS,1973,6237.26890552774,11757.1086676348
ECS,1974,6277.35204939166,11921.2909807005
ECS,1975,6337.48261330441,11772.4839898613
ECS,1976,6541.34855974953,12238.1183518162
ECS,1977,6666.57273901481,12500.2651430023
ECS,1978,6831.40916967333,12816.5647868799
ECS,1979,7035.74110201616,13209.7637401896
ECS,1980,7109.48164184763,13295.3091550675
ECS,1981,7096.1085270649,13271.5365058687
ECS,1982,7112.42019700366,13317.7285203164
ECS,1983,7170.43711687164,13502.3856094063
ECS,1984,7239.53529993776,13776.8755036949
ECS,1985,7379.23128163263,14077.5735271483
ECS,1986,7632.8535526981,14375.6452039674
ECS,1987,7871.0393069646,14725.7538847242
ECS,1988,8127.19920182917,15253.8740746529
ECS,1989,8343.79581564376,15701.7035760499
ECS,1990,8541.94264309606,15986.2600884329
ECS,1991,8600.11518375322,15973.2352526022
ECS,1992,8709.68069366393,15826.0397289989
ECS,1993,8689.45918798804,15656.460944619
ECS,1994,8800.08983305138,15809.6499172445
ECS,1995,8944.93724903181,16117.2403036472
ECS,1996,9154.98349872449,16357.9780871077
ECS,1997,9396.60269513521,16819.2039446495
ECS,1998,9669.05403788618,17231.653877205
ECS,1999,9953.62744018318,17706.1900104479
ECS,2000,10280.9138632209,18451.8620524983
ECS,2001,10493.2073783149,18832.8637300503
ECS,2002,10662.9439017172,19096.3118521246
ECS,2003,10876.0320106399,19388.4914427986
ECS,2004,11170.2902872978,19945.543397776
ECS,2005,11467.9115886909,20414.1777990515
ECS,2006,11740.7766024873,21130.4120035755
ECS,2007,12083.9666636473,21822.3948957805
ECS,2008,12174.6599811883,21956.7181510553
ECS,2009,11911.5241353322,20899.3353350245
ECS,2010,12091.71091431,21379.0161937885
ECS,2011,12227.6884657678,21826.3954246156
ECS,2012,12259.2363969579,21817.7994891874
ECS,2013,12322.3778613123,21898.5681354858
ECS,2014,12442.5302027356,22207.0282923818
ECS,2015,12563.7927930903,22556.5736435144
ECS,2016,12776.7934354645,22886.1135110305
ECS,2017,13042.1638240819,23453.8574106625
ECS,2018,13277.9252924264,23888.3668556866
ECS,2019,13471.8951062414,24252.7353151142
ECS,2020,12453.735198929,22847.2488139964
ECS,2021,13117.1834147611,24167.8745223271
ECU,1960,1568.85674748316,2529.87134084601
ECU,1961,1605.47127284257,2584.87437156002
ECU,1962,1665.61802396074,2634.98994302934
ECU,1963,1664.87019997551,2613.58343586511
ECU,1964,1755.90648119209,2726.50972694072
ECU,1965,1748.38604238959,2734.52412379126
ECU,1966,1709.9198297734,2646.68731207496
ECU,1967,1715.98779645771,2689.38186095382
ECU,1968,1746.05583465468,2662.06525533342
ECU,1969,1788.57115580296,2706.73905541982
ECU,1970,1888.07289896447,2810.6432296182
ECU,1971,1930.19294253806,2903.43120223365
ECU,1972,1837.87465002624,2963.85903158771
ECU,1973,1874.29311139312,3283.45529580353
ECU,1974,2110.54441104999,3550.73620047189
ECU,1975,2341.91284471541,3832.38315098038
ECU,1976,2445.07200904096,4003.98497754249
ECU,1977,2467.61422421504,3958.59730969677
ECU,1978,2456.77796843241,4072.7142112342
ECU,1979,2580.92483616636,4112.92714106463
ECU,1980,2710.34949742278,4153.60476409969
ECU,1981,2834.61796115797,4272.9013629163
ECU,1982,2849.16138845788,4188.84031662054
ECU,1983,2673.39084868539,4068.76209602003
ECU,1984,2653.41246784984,4070.48001794595
ECU,1985,2691.39620585952,4124.89891067213
ECU,1986,2630.96999630713,4161.78215332128
ECU,1987,2729.87682497386,4048.91118259069
ECU,1988,2589.91101512714,4184.02411438431
ECU,1989,2532.57440323485,4126.60318537067
ECU,1990,2626.39835995608,4180.33833324889
ECU,1991,2672.14715511667,4263.26862167195
ECU,1992,2643.31280816112,4262.48666242169
ECU,1993,2673.45241646379,4261.2440025695
ECU,1994,2740.29369415602,4358.59348609316
ECU,1995,2796.72469961576,4374.26871635925
ECU,1996,2780.73550052228,4369.32102204706
ECU,1997,2894.1726721787,4477.57093364963
ECU,1998,3039.68370242709,4543.5364817125
ECU,1999,2623.2903778236,4254.15120970197
ECU,2000,2599.46884805141,4227.55251585272
ECU,2001,2746.27374932325,4322.34188168488
ECU,2002,2889.96624013268,4421.93441736922
ECU,2003,2925.10894766655,4463.59718352141
ECU,2004,3059.67276382528,4746.80717276471
ECU,2005,3140.52018202987,4912.52749083596
ECU,2006,3221.27645114645,5041.3337999674
ECU,2007,3300.58331518236,5063.98447847376
ECU,2008,3420.1002619719,5294.89931349652
ECU,2009,3329.74401112227,5236.0536835699
ECU,2010,3527.49250658204,5331.38377418858
ECU,2011,3648.00998066675,5657.21301645404
ECU,2012,3693.16057154218,5881.38116724978
ECU,2013,3779.40635001369,6078.43956295669
ECU,2014,3825.54398474323,6215.83809210677
ECU,2015,3765.88534556458,6130.58667556768
ECU,2016,3620.63466230656,5965.64327318051
ECU,2017,3697.7074954053,6012.80331742787
ECU,2018,3704.17169719899,5976.24534526558
ECU,2019,3644.60611762232,5863.91056629908
ECU,2020,3299.19406418379,5331.97661096757
ECU,2021,3593.59581202088,5492.48927051545
EGY,1960,1158.62558503292,750.812313951815
EGY,1961,1173.37082274935,769.263784160356
EGY,1962,1207.33463371006,778.398422633462
EGY,1963,1250.94408812029,837.88875537828
EGY,1964,1292.19234776743,910.01681133702
EGY,1965,1329.01202217959,930.205340793647
EGY,1966,1374.35131330217,952.58459263715
EGY,1967,1368.52430199288,936.691353570941
EGY,1968,1372.37776114194,899.540613630299
EGY,1969,1383.78413705179,924.987893543473
EGY,1970,1409.70557886853,954.699575429015
EGY,1971,1418.90726165156,971.809930923264
EGY,1972,1427.24191813422,980.146986598042
EGY,1973,1425.35196231719,992.927982145629
EGY,1974,1375.53626721007,986.883356273904
EGY,1975,1341.18725010208,1051.66779110329
EGY,1976,1487.9398282677,1165.08117304937
EGY,1977,1489.4852962573,1240.92019488526
EGY,1978,1437.60449029904,1315.59769210218
EGY,1979,1324.38467373081,1341.36360110231
EGY,1980,1435.66372530426,1438.00560427248
EGY,1981,1389.58679974592,1504.1054645059
EGY,1982,1387.25264457773,1610.46974653277
EGY,1983,1463.2608333421001,1647.29938261057
EGY,1984,1514.81175243516,1758.71334616883
EGY,1985,1546.34694510965,1810.0204089836
EGY,1986,1565.88109356876,1844.70756335813
EGY,1987,1584.86902592313,1864.04651085292
EGY,1988,1617.09224084016,1913.09351114766
EGY,1989,1646.24014648892,1954.41687894843
EGY,1990,1676.35417266475,2012.87997805616
EGY,1991,1702.00713259614,1987.03665026207
EGY,1992,1717.54317348047,2028.2247407560899
EGY,1993,1729.0038521637,2039.69386155328
EGY,1994,1761.9102106743,2073.65332316656
EGY,1995,1781.09071372268,2122.88054161041
EGY,1996,1812.63978297294,2181.2527722963
EGY,1997,1848.6022631601,2251.98863440743
EGY,1998,1881.11539674552,2327.10154073323
EGY,1999,1924.70176891677,2416.36232610385
EGY,2000,1979.51515915034,2517.58050563887
EGY,2001,2016.43932847745,2553.52840895944
EGY,2002,2014.2202412828,2560.45740884061
EGY,2003,2018.47665778669,2587.63050805609
EGY,2004,2019.37575585328,2639.34706860341
EGY,2005,2075.31523217198,2703.22258337482
EGY,2006,2166.29623477043,2832.54820020074
